id,count
0,45.069069069069066
1,197.85885885885887
2,80.06306306306307
4,28.56756756756757
5,164.5075075075075
10,79.62762762762763
11,123.6006006006006
12,177.06906906906906
15,31.15015015015015
17,59.6966966966967
18,166.0990990990991
23,159.8978978978979
25,113.73573573573573
26,38.33633633633634
31,145.87987987987987
39,162.4954954954955
40,28.90840840840841
41,164.95795795795794
42,224.00140140140144
43,142.6966966966967
51,197.84684684684686
52,41.41841841841841
54,23.87987987987988
60,114.41441441441441
61,119.993993993994
62,97.93393393393393
63,21.543543543543542
65,92.95495495495496
66,78.65965965965965
68,151.99099099099098
71,63.6006006006006
80,36.92492492492492
82,51.97897897897898
94,122.21621621621621
98,228.98873873873873
101,45.951951951951955
102,134.16816816816817
107,158.92792792792793
112,229.9099099099099
113,42.369369369369366
115,54.44144144144144
116,104.97897897897897
120,64.92792792792793
121,69.96696696696696
122,226.4924924924925
132,221.34634634634634
143,41.77477477477478
147,63.35735735735736
150,18.43243243243243
151,74.993993993994
152,185.29579579579578
153,96.22222222222223
155,54.747747747747745
156,120.5915915915916
159,171.32432432432432
161,69.97597597597597
163,36.546546546546544
177,157.56606606606607
186,19.6981981981982
188,18.00750750750751
190,53.17717717717718
191,91.50150150150151
192,179.13813813813815
195,257.01576576576576
200,126.13213213213213
209,237.34124124124125
210,22.036036036036037
211,222.87237237237238
214,153.24624624624624
215,28.376876876876878
218,97.7987987987988
219,33.31531531531532
222,53.03603603603604
225,19.954954954954953
228,187.3063063063063
236,197.06006006006007
241,31.481481481481477
242,160.71471471471472
243,181.82282282282281
245,19.816816816816818
247,192.06306306306305
251,121.86486486486487
252,53.006006006006004
253,78.44444444444444
254,63.012012012012015
258,200.1141141141141
260,59.32132132132132
261,147.4924924924925
265,101.88888888888889
266,228.93011761761758
267,157.44744744744744
269,157.27927927927928
270,49.53753753753754
275,97.54654654654655
278,40.951951951951955
279,80.73873873873873
286,47.933933933933936
287,34.93693693693694
288,195.018018018018
289,154.2822822822823
293,18.295795795795797
294,141.76876876876878
297,44.54354354354354
302,83.09609609609609
303,50.210210210210214
304,75.98198198198199
307,82.64864864864865
309,23.414414414414413
311,159.4924924924925
312,135.86786786786786
314,198.84534534534535
315,172.3783783783784
319,148.7927927927928
322,122.1891891891892
323,70.76276276276276
325,141.96396396396398
327,125.87687687687688
330,43.1981981981982
332,187.16516516516518
333,15.96996996996997
338,93.01501501501501
341,67.34234234234235
345,231.1936936936937
348,106.87987987987988
349,47.210210210210214
350,81.72072072072072
352,54.186186186186184
355,18.75975975975976
356,178.7807807807808
358,58.447447447447445
363,115.03303303303304
369,162.95645645645646
371,15.39039039039039
372,153.26726726726727
375,202.74774774774775
380,125.23423423423424
388,43.6036036036036
391,152.54054054054055
392,180.83783783783784
393,235.4677177177177
394,66.1951951951952
396,30.33033033033033
401,41.411411411411414
407,68.28228228228228
409,73.36036036036036
410,91.12912912912913
416,100.12612612612612
418,83.51951951951952
420,154.1569069069069
421,201.11111111111111
422,130.61861861861863
424,185.06606606606607
428,210.61861861861863
429,210.24924924924926
431,157.73873873873873
435,13.534534534534535
439,72.54654654654655
441,27.375375375375377
447,83.49249249249249
449,173.0870870870871
451,182.68168168168168
452,14.624624624624625
454,189.94594594594594
458,210.3783783783784
463,129.6036036036036
467,17.17117117117117
470,143.85885885885887
471,133.66066066066065
474,173.66966966966967
478,17.534534534534533
483,69.09909909909909
484,159.72972972972974
485,92.49849849849849
486,129.33633633633633
491,84.58258258258259
494,79.8018018018018
495,158.5855855855856
497,164.65465465465465
499,180.72522522522522
515,96.45645645645645
518,172.15615615615616
521,62.732732732732735
525,136.5015015015015
529,208.10660660660662
532,100.65165165165165
534,82.42642642642643
540,78.48348348348348
544,191.82282282282281
547,171.03903903903904
549,45.52252252252252
563,35.1021021021021
564,151.12012012012013
567,67.76876876876877
572,113.11411411411412
577,146.06906906906906
578,190.43693693693695
585,159.3783783783784
588,172.56156156156158
589,125.05405405405405
590,109.67467467467466
592,19.933933933933933
594,174.7807807807808
596,15.36936936936937
598,208.1021021021021
599,121.52252252252252
605,40.67567567567568
606,108.12012012012012
607,242.340990990991
608,174.56156156156158
609,50.753753753753756
610,189.55255255255256
611,58.65465465465466
614,134.82882882882882
615,231.10660660660662
616,160.64264264264264
617,116.8108108108108
618,192.42342342342343
624,76.56756756756756
629,149.987987987988
631,77.1066066066066
633,39.92192192192192
637,31.315315315315317
638,90.84984984984985
643,70.18618618618619
644,133.85885885885887
645,43.348348348348345
646,215.36686686686687
648,138.00900900900902
650,45.411411411411414
651,60.1021021021021
652,144.25525525525526
656,137.22522522522522
657,18.046546546546548
659,48.951951951951955
660,182.2867867867868
662,96.04204204204204
665,166.1831831831832
675,166.87087087087087
681,149.012012012012
682,151.48648648648648
685,21.15915915915916
686,188.62312312312312
689,21.3003003003003
696,146.26246246246248
703,130.63363363363362
704,94.13513513513513
705,188.28528528528528
714,178.61861861861863
717,43.912912912912915
718,16.47847847847848
720,42.23973973973973
721,192.24324324324326
723,231.3398898898899
726,59.61861861861862
728,140.33633633633633
730,59.63963963963964
731,32.585585585585584
734,214.11111111111111
737,76.66966966966967
738,17.585585585585587
745,161.16216216216216
746,30.1996996996997
749,185.1081081081081
752,32.591591591591595
753,71.31831831831832
758,208.35735735735736
765,28.465465465465467
766,201.27927927927928
768,83.74774774774775
769,185.87087087087087
774,135.86786786786786
775,94.14714714714715
781,54.1951951951952
784,165.998998998999
794,16.67267267267267
795,247.40540540540542
796,83.64864864864865
802,155.92192192192192
803,60.930930930930934
805,40.17717717717718
806,215.26126126126127
807,95.07407407407406
809,13.594594594594595
810,156.24324324324326
812,64.95195195195195
814,68.09909909909909
818,185.7677677677678
819,143.0960960960961
825,74.72972972972973
836,79.75075075075075
839,103.83483483483484
847,186.8048048048048
848,66.25225225225225
851,139.5915915915916
852,143.85885885885887
853,28.35135135135135
857,149.28978978978978
858,53.26126126126126
859,219.21621621621622
861,30.06906906906907
867,98.63563563563565
870,207.54654654654655
871,153.03603603603602
872,216.3963963963964
874,253.93393393393393
881,179.80180180180182
886,119.76876876876877
890,59.048048048048045
895,144.05805805805804
899,81.96996996996997
900,186.35435435435434
901,187.14264264264264
902,173.24324324324326
903,45.8948948948949
913,190.74474474474474
918,143.46846846846847
923,169.12612612612614
924,36.32132132132132
926,21.04804804804805
927,22.70870870870871
930,171.63963963963963
934,34.249249249249246
937,128.81981981981983
939,135.21021021021022
941,42.6036036036036
942,193.06006006006007
946,195.95395395395397
950,94.48348348348348
953,69.11411411411412
959,95.36936936936937
961,19.72072072072072
962,44.0990990990991
964,133.21621621621622
969,160.7987987987988
971,130.93393393393393
