id,count
0,103.5325
1,240.0775
2,91.5325
4,41.9175
5,81.625
10,117.255
11,96.4575
12,356.9725
15,55.9025
17,149.0625
18,283.2125
23,261.1125
25,103.12458333333333
26,53.0025
31,165.3475
39,113.8625
40,25.11375
41,165.815
42,388.5925
43,163.35833333333335
51,192.17660714285716
52,83.46
54,28.88
60,118.9396875
61,137.50375
62,104.75746428571429
63,31.245
65,96.75909090909092
66,116.7925
68,159.28
71,67.9725
80,42.10125
82,75.2525
94,134.8511875
98,246.81875
101,53.8575
102,132.78375
107,143.1625
112,224.635
113,98.39
115,51.8625
116,109.34583333333332
120,121.64791666666667
121,81.055
122,323.2925
132,202.13
143,97.375
147,70.9875
150,22.2675
151,84.945
152,197.92666666666668
153,90.905
155,181.54
156,114.82375
159,138.18583333333333
161,106.64916666666666
163,50.50125
177,139.809375
186,27.5825
188,13.4459375
190,79.24083333333333
191,89.77179166666667
192,258.11375
195,293.2775
200,147.7325
209,318.225
210,26.215
211,220.59583333333333
214,142.0075
215,37.6025
218,107.65875
219,34.25
222,110.66979166666668
225,15.6275
228,315.065
236,174.86833333333337
241,38.5725
242,169.925
243,184.02270833333333
245,26.03
247,234.2375
251,132.8525
252,51.527750000000005
253,85.025
254,94.14770833333333
258,319.17875
260,53.6275
261,139.5575
265,91.9625
266,250.5975
267,297.265
269,141.48625
270,71.74
275,102.22371428571428
278,50.0075
279,81.9525
286,92.1425
287,28.324375
288,210.495
289,146.525
293,19.7075
294,147.695
297,31.5725
302,122.5075
303,105.095
304,64.77
307,100.83875
309,23.8425
311,156.01875
312,122.8725
314,191.22916666666669
315,191.4000908119658
319,146.6275
322,106.76925
323,66.69166666666666
325,115.93
327,182.3275
330,41.0525
332,156.17833333333334
333,18.00125
338,99.08038095238095
341,125.43833333333333
345,188.1425
348,91.3925
349,56.65875
350,111.64375
352,47.34375
355,21.58625
356,232.51791666666665
358,56.61
363,121.63625
369,162.835625
371,23.05
372,144.123125
375,271.8
380,125.07583333333334
388,44.5375
391,128.91
392,251.675
393,385.315
394,208.78625
396,30.905
401,39.235
407,76.3125
409,95.89125
410,113.0175
416,87.4775
418,118.4375
420,157.1855
421,196.1225
422,118.6175
424,292.71875
428,350.05
429,261.0225
431,161.315
435,14.495
439,98.55875
441,25.1725
447,83.36
449,142.2675
451,151.62
452,28.4275
454,203.48666666666665
458,236.29
463,130.11833333333334
467,28.62625
470,201.07
471,146.37958333333333
474,282.7
478,30.785
483,123.495
484,131.4525
485,92.945
486,139.44841666666665
491,98.715
494,86.62116666666665
495,215.1775
497,216.1975
499,178.03119047619046
515,125.83833333333332
518,202.2550416666667
521,172.026875
525,157.30833333333334
529,242.65545833333334
532,112.1771875
534,79.4825
540,92.85875
544,293.0175
547,160.9475
549,47.7125
563,42.925
564,159.049375
567,123.7625
572,123.61666666666666
577,120.7
578,232.923125
585,375.3375
588,147.3075
589,115.94916666666668
590,110.56151785714286
592,26.775
594,199.8075
596,20.585
598,374.1475
599,148.40883333333332
605,50.04
606,116.09625
607,234.6975
608,207.80818849206346
609,61.0375
610,276.8675
611,182.18
614,134.3775
615,182.33708333333337
616,237.655
617,121.64354166666666
618,234.123125
624,117.11875
629,141.59633333333332
631,97.3875
633,107.0825
637,36.575
638,100.85996428571428
643,56.0525
644,140.8525
645,44.2825
646,218.24361309523815
648,172.63125
650,38.6715
651,190.425
652,212.7025
656,112.24
657,31.17
659,98.6675
660,179.0
662,101.37
665,388.36
675,322.195
681,136.4128125
682,170.57
685,16.530833333333334
686,152.626
689,31.9275
696,157.50799999999998
703,149.5625
704,96.75283333333333
705,134.6925
714,236.59781944444447
717,108.52
718,28.45857142857143
720,63.82750000000001
721,225.67
723,216.3540277777778
726,195.8575
728,158.294375
730,205.595
731,39.655
734,367.0125
737,74.565
738,17.8325
745,165.93
746,39.47
749,220.53583333333336
752,31.2275
753,164.665
758,230.12875
765,31.66
766,241.855
768,85.0425
769,183.5875
774,131.3408333333333
775,98.91464015151516
781,49.95
784,329.06
794,32.87125
795,276.1925
796,85.3175
802,156.595
803,218.34
805,39.0275
806,275.1075
807,99.81875
809,15.315
810,174.2
812,196.5025
814,119.365
818,252.0569166666667
819,126.539375
825,67.2125
836,93.6125
839,124.09770833333334
847,256.75
848,168.39
851,117.225
852,139.49918749999998
853,46.395
857,158.8075
858,58.515
859,209.505
861,20.065
867,99.405
870,201.18375
871,176.4075
872,188.72
874,334.0575
881,160.01375
886,147.84
890,54.0025
895,148.22304166666666
899,92.3575
900,268.2875
901,254.8175
902,156.3695833333333
903,53.9275
913,253.83
918,183.92
923,125.838125
924,45.6775
926,27.9075
927,18.885
930,213.44387500000002
934,28.28
937,126.27
939,85.1375
941,84.631
942,379.6475
946,260.71
950,99.78875
953,83.96583333333332
959,85.68
961,24.82625
962,100.455
964,80.9975
969,192.35125
971,140.01
976,51.0625
978,245.99616666666668
980,187.935
981,167.920625
990,392.2
993,19.6275
996,24.3225
998,327.215
999,165.17345192307693
1006,110.945
1008,25.6425
1013,26.945999999999998
1015,102.23875
1016,128.30083333333334
1022,300.1125
1026,206.7225
1028,249.27416666666664
1031,83.705
1034,51.1675
1037,137.0025
1040,74.375
1042,18.0375
1046,32.955
1048,99.52144444444444
1049,109.88966666666666
1050,67.675
1051,189.83291666666668
1052,212.89
1055,205.195
1060,148.4277424242424
1064,42.4375
1066,79.8275
1071,102.22238095238096
1073,24.32625
1089,142.4275
1091,107.50333333333334
1092,55.9175
1093,232.9675
1096,310.405
1097,227.325
1098,17.717708333333334
1099,46.1675
1102,161.64583333333334
1107,103.185
1109,59.1
1111,149.935
1112,104.156
1114,286.22
1116,285.6375
1117,110.24875
1118,98.28
1122,133.98333333333332
1124,139.30125
1127,124.1075
1133,243.6775
1134,44.0025
1135,148.1325
1139,276.6475
1143,52.3875
1150,120.92625
1151,94.00725
1153,254.1175
1155,36.945
1162,28.13875
1163,221.38541666666669
1166,20.4840625
1171,86.075
1172,19.58
1173,236.0275
1174,98.7375
1177,101.83895833333334
1178,144.985
1184,183.2825
1185,102.9475
1186,120.7325
1187,174.68
1188,262.5275
1191,137.95758333333333
1207,121.44520833333333
1213,52.39
1215,117.40427083333334
1223,183.04
1227,111.76071428571427
1236,51.9625
1237,51.28541666666666
1238,29.125
1241,32.5825
1248,17.78375
1250,45.12
1251,155.67575
1253,117.2375
1255,103.22391666666667
1257,203.3975
1261,115.22125
1262,387.3225
1265,126.89
1273,176.2975
1277,240.2375
1278,111.875
1280,121.035
1284,181.7575
1285,331.285
1288,46.6925
1295,96.20488690476192
1297,385.44
1299,251.9175
1304,153.36
1308,49.13833333333333
1310,101.35146428571429
1311,123.785
1314,106.7
1315,98.47083333333332
1318,35.2375
1320,324.26
1321,283.7125
1322,230.89416666666665
1330,121.3825
1333,146.94125
1334,210.9825
1341,141.7475
1344,117.611
1351,238.5425
1354,99.5125
1356,65.94875
1363,105.35833333333332
1365,167.77
